SITE,TRANSECT,YEAR,SP_CODE,mean_wet_weight,median_dry_weight,median_wet_weight,mean_dry_weight,NETWORK,PI,QUAD,SIDE,COUNT,AREA,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES,NOTES,geometry,transect_mean_wet_weight,transect_median_dry_weight,transect_median_wet_weight,transect_mean_dry_weight
NW Appledore,Larus Ledge,2015,SL,31.06347119612399,1.0785567545202175,8.81902389108299,1.0785567545202175,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6183599215, 42.9908399563282)",0,0,0,0
NW Appledore,Larus Ledge,2015,SL,31.06347119612399,1.0785567545202175,8.81902389108299,1.0785567545202175,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6183599215, 42.9908399563282)",0,0,0,0
NW Appledore,Larus Ledge,2015,SL,31.06347119612399,1.0785567545202175,8.81902389108299,1.0785567545202175,KEEN ONE,Byrnes,8,I,5,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6183599215, 42.9908399563282)",155.31735598061996,5.392783772601088,44.09511945541495,5.392783772601088
NW Appledore,Larus Ledge,2016,AGCL,21.508220357287797,NA,20.1264029334459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-70.61816, 42.99121)",NA,NA,NA,NA
NW Appledore,Larus Ledge,2016,SL,80.94409534810757,7.03772668588771,85.46440304621255,7.03772668588771,KEEN ONE,Byrnes,0,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61816, 42.99121)",161.88819069621513,14.07545337177542,170.9288060924251,14.07545337177542
NW Appledore,Larus Ledge,2016,SL,80.94409534810757,7.03772668588771,85.46440304621255,7.03772668588771,KEEN ONE,Byrnes,16,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61816, 42.99121)",80.94409534810757,7.03772668588771,85.46440304621255,7.03772668588771
NW Appledore,Larus Ledge,2016,SL,80.94409534810757,7.03772668588771,85.46440304621255,7.03772668588771,KEEN ONE,Byrnes,24,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61816, 42.99121)",80.94409534810757,7.03772668588771,85.46440304621255,7.03772668588771
NW Appledore,Larus Ledge,2016,SL,80.94409534810757,7.03772668588771,85.46440304621255,7.03772668588771,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61816, 42.99121)",0,0,0,0
NW Appledore,Larus Ledge,2016,SL,80.94409534810757,7.03772668588771,85.46440304621255,7.03772668588771,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61816, 42.99121)",0,0,0,0
NW Appledore,Larus Ledge,2016,SL,80.94409534810757,7.03772668588771,85.46440304621255,7.03772668588771,KEEN ONE,Byrnes,8,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61816, 42.99121)",323.77638139243027,28.15090674355084,341.8576121848502,28.15090674355084
NW Appledore,Larus Ledge,2018,AGCL,21.697107955387263,NA,18.146167146286,NA,KEEN ONE,Byrnes,0,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61849, 42.99079)",65.09132386616179,NA,54.438501438858,NA
NW Appledore,Larus Ledge,2018,AGCL,21.697107955387263,NA,18.146167146286,NA,KEEN ONE,Byrnes,16,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61849, 42.99079)",65.09132386616179,NA,54.438501438858,NA
NW Appledore,Larus Ledge,2018,AGCL,21.697107955387263,NA,18.146167146286,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61849, 42.99079)",0,NA,0,NA
NW Appledore,Larus Ledge,2018,AGCL,21.697107955387263,NA,18.146167146286,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61849, 42.99079)",0,NA,0,NA
NW Appledore,Larus Ledge,2018,AGCL,21.697107955387263,NA,18.146167146286,NA,KEEN ONE,Byrnes,40,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61849, 42.99079)",43.39421591077453,NA,36.292334292572,NA
NW Appledore,Larus Ledge,2018,AGCL,21.697107955387263,NA,18.146167146286,NA,KEEN ONE,Byrnes,8,I,5,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.61849, 42.99079)",108.48553977693632,NA,90.73083573143,NA
NW Appledore,Larus Ledge,2018,SL,43.84605948306616,2.26799988191596,21.6252869999107,2.26799988191596,KEEN ONE,Byrnes,0,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61849, 42.99079)",87.69211896613233,4.53599976383192,43.2505739998214,4.53599976383192
NW Appledore,Larus Ledge,2018,SL,43.84605948306616,2.26799988191596,21.6252869999107,2.26799988191596,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61849, 42.99079)",0,0,0,0
NW Appledore,Larus Ledge,2018,SL,43.84605948306616,2.26799988191596,21.6252869999107,2.26799988191596,KEEN ONE,Byrnes,24,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61849, 42.99079)",87.69211896613233,4.53599976383192,43.2505739998214,4.53599976383192
NW Appledore,Larus Ledge,2018,SL,43.84605948306616,2.26799988191596,21.6252869999107,2.26799988191596,KEEN ONE,Byrnes,32,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61849, 42.99079)",43.84605948306616,2.26799988191596,21.6252869999107,2.26799988191596
NW Appledore,Larus Ledge,2018,SL,43.84605948306616,2.26799988191596,21.6252869999107,2.26799988191596,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61849, 42.99079)",0,0,0,0
NW Appledore,Larus Ledge,2018,SL,43.84605948306616,2.26799988191596,21.6252869999107,2.26799988191596,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61849, 42.99079)",0,0,0,0
NW Appledore,Magic 8 Ball,2014,AGCL,10.8148521604516,NA,10.8148521604516,NA,KEEN ONE,Byrnes,0,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.617746031, 42.991409004)",0,NA,0,NA
NW Appledore,Magic 8 Ball,2014,AGCL,10.8148521604516,NA,10.8148521604516,NA,KEEN ONE,Byrnes,16,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.617746031, 42.991409004)",10.8148521604516,NA,10.8148521604516,NA
NW Appledore,Magic 8 Ball,2014,AGCL,10.8148521604516,NA,10.8148521604516,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.617746031, 42.991409004)",0,NA,0,NA
NW Appledore,Magic 8 Ball,2014,AGCL,10.8148521604516,NA,10.8148521604516,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.617746031, 42.991409004)",0,NA,0,NA
NW Appledore,Magic 8 Ball,2014,AGCL,10.8148521604516,NA,10.8148521604516,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.617746031, 42.991409004)",0,NA,0,NA
NW Appledore,Magic 8 Ball,2014,AGCL,10.8148521604516,NA,10.8148521604516,NA,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.617746031, 42.991409004)",0,NA,0,NA
NW Appledore,Magic 8 Ball,2014,SL,12.998511446941095,0.4572532726716495,3.099557978149245,0.4572532726716495,KEEN ONE,Byrnes,0,O,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,Check depths with AJH,"c(-70.617746031, 42.991409004)",51.99404578776438,1.829013090686598,12.39823191259698,1.829013090686598
NW Appledore,Magic 8 Ball,2014,SL,12.998511446941095,0.4572532726716495,3.099557978149245,0.4572532726716495,KEEN ONE,Byrnes,16,O,9,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,Check depths with AJH,"c(-70.617746031, 42.991409004)",116.98660302246985,4.115279454044845,27.896021803343206,4.115279454044845
NW Appledore,Magic 8 Ball,2014,SL,12.998511446941095,0.4572532726716495,3.099557978149245,0.4572532726716495,KEEN ONE,Byrnes,24,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,Check depths with AJH,"c(-70.617746031, 42.991409004)",25.99702289388219,0.914506545343299,6.19911595629849,0.914506545343299
NW Appledore,Magic 8 Ball,2014,SL,12.998511446941095,0.4572532726716495,3.099557978149245,0.4572532726716495,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,Check depths with AJH,"c(-70.617746031, 42.991409004)",0,0,0,0
NW Appledore,Magic 8 Ball,2014,SL,12.998511446941095,0.4572532726716495,3.099557978149245,0.4572532726716495,KEEN ONE,Byrnes,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,Check depths with AJH,"c(-70.617746031, 42.991409004)",12.998511446941095,0.4572532726716495,3.099557978149245,0.4572532726716495
NW Appledore,Magic 8 Ball,2014,SL,12.998511446941095,0.4572532726716495,3.099557978149245,0.4572532726716495,KEEN ONE,Byrnes,8,I,6,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,Check depths with AJH,"c(-70.617746031, 42.991409004)",77.99106868164657,2.7435196360298972,18.59734786889547,2.7435196360298972
NW Appledore,Magic 8 Ball,2015,AGCL,22.115401408838455,NA,20.5903688504319,NA,KEEN ONE,Byrnes,0,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6181925348937, 42.991222590208)",22.115401408838455,NA,20.5903688504319,NA
NW Appledore,Magic 8 Ball,2015,AGCL,22.115401408838455,NA,20.5903688504319,NA,KEEN ONE,Byrnes,16,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6181925348937, 42.991222590208)",22.115401408838455,NA,20.5903688504319,NA
NW Appledore,Magic 8 Ball,2015,AGCL,22.115401408838455,NA,20.5903688504319,NA,KEEN ONE,Byrnes,24,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6181925348937, 42.991222590208)",66.34620422651537,NA,61.7711065512957,NA
NW Appledore,Magic 8 Ball,2015,AGCL,22.115401408838455,NA,20.5903688504319,NA,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6181925348937, 42.991222590208)",0,NA,0,NA
NW Appledore,Magic 8 Ball,2015,AGCL,22.115401408838455,NA,20.5903688504319,NA,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6181925348937, 42.991222590208)",0,NA,0,NA
NW Appledore,Magic 8 Ball,2015,AGCL,22.115401408838455,NA,20.5903688504319,NA,KEEN ONE,Byrnes,8,I,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6181925348937, 42.991222590208)",44.23080281767691,NA,41.1807377008638,NA
NW Appledore,Magic 8 Ball,2015,SL,36.881888067462164,1.9109537066133049,17.61946346821125,1.9109537066133049,KEEN ONE,Byrnes,0,O,6,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6181925348937, 42.991222590208)",221.29132840477297,11.46572223967983,105.7167808092675,11.46572223967983
NW Appledore,Magic 8 Ball,2015,SL,36.881888067462164,1.9109537066133049,17.61946346821125,1.9109537066133049,KEEN ONE,Byrnes,16,O,8,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6181925348937, 42.991222590208)",295.0551045396973,15.287629652906439,140.95570774569,15.287629652906439
NW Appledore,Magic 8 Ball,2015,SL,36.881888067462164,1.9109537066133049,17.61946346821125,1.9109537066133049,KEEN ONE,Byrnes,24,I,5,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6181925348937, 42.991222590208)",184.40944033731083,9.554768533066525,88.09731734105625,9.554768533066525
NW Appledore,Magic 8 Ball,2015,SL,36.881888067462164,1.9109537066133049,17.61946346821125,1.9109537066133049,KEEN ONE,Byrnes,32,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6181925348937, 42.991222590208)",0,0,0,0
NW Appledore,Magic 8 Ball,2015,SL,36.881888067462164,1.9109537066133049,17.61946346821125,1.9109537066133049,KEEN ONE,Byrnes,40,I,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6181925348937, 42.991222590208)",110.64566420238648,5.732861119839915,52.85839040463375,5.732861119839915
NW Appledore,Magic 8 Ball,2015,SL,36.881888067462164,1.9109537066133049,17.61946346821125,1.9109537066133049,KEEN ONE,Byrnes,8,I,14,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.6181925348937, 42.991222590208)",516.3464329444703,26.753351892586267,246.6724885549575,26.753351892586267
NW Appledore,Magic 8 Ball,2016,AGCL,12.7238782057189,NA,12.7238782057189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(-70.61833, 42.99109)",NA,NA,NA,NA
NW Appledore,Magic 8 Ball,2016,SL,66.74096140567475,5.73404231194502,66.63487726908374,5.73404231194502,KEEN ONE,Byrnes,0,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61833, 42.99109)",66.74096140567475,5.73404231194502,66.63487726908374,5.73404231194502
NW Appledore,Magic 8 Ball,2016,SL,66.74096140567475,5.73404231194502,66.63487726908374,5.73404231194502,KEEN ONE,Byrnes,16,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61833, 42.99109)",200.22288421702427,17.20212693583506,199.90463180725123,17.20212693583506
NW Appledore,Magic 8 Ball,2016,SL,66.74096140567475,5.73404231194502,66.63487726908374,5.73404231194502,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61833, 42.99109)",0,0,0,0
NW Appledore,Magic 8 Ball,2016,SL,66.74096140567475,5.73404231194502,66.63487726908374,5.73404231194502,KEEN ONE,Byrnes,32,O,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61833, 42.99109)",66.74096140567475,5.73404231194502,66.63487726908374,5.73404231194502
NW Appledore,Magic 8 Ball,2016,SL,66.74096140567475,5.73404231194502,66.63487726908374,5.73404231194502,KEEN ONE,Byrnes,40,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61833, 42.99109)",0,0,0,0
NW Appledore,Magic 8 Ball,2016,SL,66.74096140567475,5.73404231194502,66.63487726908374,5.73404231194502,KEEN ONE,Byrnes,8,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.61833, 42.99109)",266.963845622699,22.93616924778008,266.539509076335,22.93616924778008
NW Appledore,North Head,2014,AGCL,13.714025393435257,NA,13.4054618990409,NA,KEEN ONE,Byrnes,0,O,8,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.615435978, 42.993015982)",109.71220314748206,NA,107.2436951923272,NA
NW Appledore,North Head,2014,AGCL,13.714025393435257,NA,13.4054618990409,NA,KEEN ONE,Byrnes,16,O,10,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.615435978, 42.993015982)",137.1402539343526,NA,134.05461899040898,NA
NW Appledore,North Head,2014,AGCL,13.714025393435257,NA,13.4054618990409,NA,KEEN ONE,Byrnes,24,I,7,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.615435978, 42.993015982)",95.9981777540468,NA,93.8382332932863,NA
NW Appledore,North Head,2014,AGCL,13.714025393435257,NA,13.4054618990409,NA,KEEN ONE,Byrnes,32,O,7,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.615435978, 42.993015982)",95.9981777540468,NA,93.8382332932863,NA
NW Appledore,North Head,2014,AGCL,13.714025393435257,NA,13.4054618990409,NA,KEEN ONE,Byrnes,40,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.615435978, 42.993015982)",54.85610157374103,NA,53.6218475961636,NA
NW Appledore,North Head,2014,AGCL,13.714025393435257,NA,13.4054618990409,NA,KEEN ONE,Byrnes,8,I,4,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.615435978, 42.993015982)",54.85610157374103,NA,53.6218475961636,NA
NW Appledore,North Head,2014,SL,46.56826400352517,2.896301153908365,30.54226259831427,2.896301153908365,KEEN ONE,Byrnes,0,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.615435978, 42.993015982)",139.70479201057552,8.688903461725095,91.62678779494281,8.688903461725095
NW Appledore,North Head,2014,SL,46.56826400352517,2.896301153908365,30.54226259831427,2.896301153908365,KEEN ONE,Byrnes,16,O,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.615435978, 42.993015982)",0,0,0,0
NW Appledore,North Head,2014,SL,46.56826400352517,2.896301153908365,30.54226259831427,2.896301153908365,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.615435978, 42.993015982)",0,0,0,0
NW Appledore,North Head,2014,SL,46.56826400352517,2.896301153908365,30.54226259831427,2.896301153908365,KEEN ONE,Byrnes,32,O,8,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.615435978, 42.993015982)",372.5461120282014,23.17040923126692,244.33810078651416,23.17040923126692
NW Appledore,North Head,2014,SL,46.56826400352517,2.896301153908365,30.54226259831427,2.896301153908365,KEEN ONE,Byrnes,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.615435978, 42.993015982)",46.56826400352517,2.896301153908365,30.54226259831427,2.896301153908365
NW Appledore,North Head,2014,SL,46.56826400352517,2.896301153908365,30.54226259831427,2.896301153908365,KEEN ONE,Byrnes,8,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima,NA,"c(-70.615435978, 42.993015982)",0,0,0,0
NW Appledore,North Head,2015,AGCL,13.073437453953803,NA,9.5568821965881,NA,KEEN ONE,Byrnes,0,O,3,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6156041193753, 42.9929039161652)",39.22031236186141,NA,28.670646589764303,NA
NW Appledore,North Head,2015,AGCL,13.073437453953803,NA,9.5568821965881,NA,KEEN ONE,Byrnes,16,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6156041193753, 42.9929039161652)",26.146874907907605,NA,19.1137643931762,NA
NW Appledore,North Head,2015,AGCL,13.073437453953803,NA,9.5568821965881,NA,KEEN ONE,Byrnes,24,I,0,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6156041193753, 42.9929039161652)",0,NA,0,NA
NW Appledore,North Head,2015,AGCL,13.073437453953803,NA,9.5568821965881,NA,KEEN ONE,Byrnes,32,O,2,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6156041193753, 42.9929039161652)",26.146874907907605,NA,19.1137643931762,NA
NW Appledore,North Head,2015,AGCL,13.073437453953803,NA,9.5568821965881,NA,KEEN ONE,Byrnes,40,I,1,1,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum,NA,"c(-70.6156041193753, 42.9929039161652)",13.073437453953803,NA,9.5568821965881,NA
