NETWORK,PI,YEAR,MONTH,DAY,SITE,TRANSECT,SP_CODE,BLADE_LENGTH_CM,WIDTH_CM,STIPE_LENGTH_CM,WET_WEIGHT,DRY_WEIGHT,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,SIZE,COMMON.NAME,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SPECIES
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,25,15,2.5,8.61729937652274,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,31,23,1.5,11.9328288365153,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,40,19,0.5,18.3220621603903,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,20,15,0.5,4.86150870388676,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,22,15,0.5,5.82841341037967,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,30,22,1.5,11.2278199358013,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,21,22,0.5,5.33429558186346,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,26,15,0.5,8.01723112657442,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,16,11,1,3.37551670952193,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,11,NW Appledore,North Head,AGCL,22,12,1.5,6.34381238415259,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,123,22,5,53.990130640531,4.82172470058378,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,33,16,6,6.49446442437939,0.841365834847094,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,37,16,10,9.05617060239457,1.10668167395564,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,113.5,15,11.5,51.7558988719126,4.65663045449932,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,49.5,25,9.5,13.5807732203494,1.54558384652567,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,38,19.5,3.5,7.25484136854213,0.921772227843481,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,43,16,2.5,8.5475671491125,1.05518766738965,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,122,28.5,15,60.9399737901903,5.32786826609854,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,53,31,24,21.8269314595302,2.28541903524932,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,SL,107,27,12,47.4122862340866,4.33201000823829,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,AGCL,40,24.5,2,19.6675861529132,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,AGCL,43,23,1.5,22.0131306604298,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Pepperrell,AGCL,23,14.5,5,8.9252344660194,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,78,37,8,26.5792335044106,2.68837092549373,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,100,28,5.5,38.2562234547236,3.62968409345511,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,119.5,27.5,4.5,51.0203760613473,4.60200854279339,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,66.5,23,10,21.5750042466876,2.26365174661479,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,94,28,5,34.1576614064909,3.30597119993433,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,149,26,37,105.084407292559,8.34882734891004,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,23,10,3,3.15317967513856,0.463774443735061,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,21,7.5,1,2.34133431168194,0.36285230239974,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,122,24,6.5,54.3665264120634,4.84941844022658,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,176.5,22.5,6,101.586651330045,8.11906688743401,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,SL,99.5,31.5,7.5,39.2308848987036,3.70574673328002,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,AGCL,32,19,0.5,11.9328288365153,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Pepperrell,AGCL,63.5,26,4,49.5756966484525,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,41,13.5,3,8.05190944372742,1.00448382267045,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,50.5,11,2.5,11.2182680293055,1.32029876626552,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,51,12.5,3.5,11.7902979307558,1.37555331187686,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,15,5,1,1.32741897524071,0.227281046050879,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,34,14.5,5,6.49446442437939,0.841365834847094,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,69,24,6,20.8269360633851,2.19875054919233,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,199,29,6.5,125.515363086822,9.66566052143689,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,88.5,27.5,7,32.0355526588116,3.13571019408527,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,34.5,12,0,5.2198718358511504,0.702695570090817,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,114,26,11,51.7558988719126,4.65663045449932,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,15,9,3,1.63742650685584,0.270213022296134,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,65,22,3,17.4902934012863,1.90399830657188,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,11,9,2,0.916881618688751,0.167530447883216,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,8.5,5.5,2.5,0.680813215470228,0.131074080423481,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,North Smith's Cove,SL,17.5,8.5,3,2.06448433959841,0.327097622071266,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,86,31.5,11,32.937713140278,3.20832712192672,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,52,24,15,17.0345831634448,1.86300855924794,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,74.5,27,13,27.4109800099595,2.75753348553262,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,49,28,14,15.2647983488893,1.7019321102378,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,31,18,11,7.41133506222972,0.938132480556238,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,57,25,8.5,16.3609383817332,1.80206077962583,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,96.5,23,0.5,32.937713140278,3.20832712192672,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,100,23,12,42.5571688861052,3.96289203264175,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,79,32,10.5,28.5374301412612,2.8506178737692,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,60,23,11,18.8889836133773,2.02866099579371,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2016,8,10,SW Appledore,South Smith's Cove,SL,69,29.5,6,20.8269360633851,2.19875054919233,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,85,11,7,29.9734076811944,2.96835120177743,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,64,9,7,18.8889836133773,2.02866099579371,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,213,37,31,170.44916693248,12.4390329980667,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,87,9,9,32.3350509579575,3.15985683542042,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,74,13,6,23.3653649752762,2.41740911833461,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,130,23,20,71.6243734762549,6.0867998966652,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,45,8,2,9.05617060239457,1.10668167395564,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,25,6,1,3.15317967513856,0.463774443735061,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,35,9,2,5.91291566426895,0.778752219919123,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,39,10,2,7.09981520686736,0.905504161422116,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,SL,48,8,3,10.4750538976406,1.24776142091266,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,30,10,1,10.8831569061471,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,30,20,1,10.8831569061471,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,61,30,12,57.7508551172532,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,48,22,2,27.6248828159669,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,31,11,3,13.0294868447415,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,AGCL,42,20,2,21.5337357526376,NA,Algae,Phaeophyta,Brown Algae,NA,Shotgun Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae,Agarum,Agarum clathratum
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,LADI,60,24,3,24.536496168024,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,LADI,81,32,6,54.1782659397096,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,LADI,70,24,6,38.88262166634,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,LADI,83,38,16,74.394226708742,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Devil's Dance Floor,LADI,79,28,2,45.4636173356188,NA,Algae,Phaeophyta,Brown Algae,NA,Fingered Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria digitata
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,210,25,10,141.73053603249,10.6839016905949,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,199,36,8,127.152636021078,9.76947897306869,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,127,41,8,59.3637035834303,5.21400293065621,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,175,35,9,103.079326674851,8.21728494616261,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,155,22,8,83.0585841110683,6.87724594453376,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,135,23,7,64.9597047205559,5.61594108258515,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,181,25,5,105.084407292559,8.34882734891004,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,62,15,6,17.4902934012863,1.90399830657188,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,80,21,25,37.9337295337548,3.6044420313777,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,113,20,20,57.8055897876307,5.10092602826508,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,45,11,2,9.05617060239457,1.10668167395564,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
KEEN ONE,Byrnes,2017,8,16,NE Appledore,Broadway and 42nd,SL,44,9,3,9.05617060239457,1.10668167395564,Algae,Phaeophyta,Brown Algae,NA,Sugar Kelp,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina latissima
