Year,Transect,Level,Replicate,Data_taken,Note_header,Note_value,Source
1990,26,9,1,yes,Z2-Notes,10/27/97CW-  The total percent cover of the rock totaled 102% so I reduced Hild. to 42% and did not change the other percentages  I noted the correction in red ink on the report form. 2/2008: MME: restored data to original values (44% Hildenbrandia),percent_cover
1990,26,9,2,yes,Z2-Notes,10/27/97CW-  The total percent cover of the rock totaled 111% so I reduced Hild. to 33% and did not change the other percentages  I noted the correction in red ink on the report form. 2/2008: MME: restored data to original values (44% Hildenbrandia),percent_cover
1990,26,10,1,yes,Z2-Notes,10/27/97CW- Metridium was present but a percent cover was not given.,percent_cover
1990,26,12,1,yes,Z2-Notes,10/27/97CW-  The total percent cover of the rock totaled 102% so I reduced Mytilus to 98%  I noted the correction in red ink on the report form. 2/2008: MME: restored data to original values (100% Mytilus),percent_cover
1990,26,12,2,yes,Z2-Notes,10/27/97CW-  The total percent cover of the rock totaled 107% so I reduced Mytilus to 92%  I noted the correction in red ink on the report form. 2/2008: MME: restored data to original values (99% Mytilus),percent_cover
1990,26,12,3,yes,Z2-Notes,10/27/97CW-  The total percent cover of the rock totaled 101% so I reduced Masto to 2%  I noted the correction in red ink on the report form. 2/2008: MME: restored data to original values (3% Masto),percent_cover
1990,26,13,2,yes,Z2-Notes,10/31/97CW-  The total percent cover of the rock totaled 102% so I reduced Chondrus to 48%  I noted the correction in red ink on the report form. 2/2008: MME: restored data to original values (50% Chondrus),percent_cover
1991,26,7,1,yes,Z2-Notes,10/24/97 CW- Sb. bal Mytilus were present but no percent cover was recorded.,percent_cover
1991,26,8,1,yes,Z2-Notes,10/24/97 CW- Sb. bal and Modiolus were present but no percent cover was recorded.,percent_cover
1991,26,8,2,yes,Z2-Notes,10/24/97 CW- The total percent cover was 101% so I reduced Hild. from 80% to 79% and noted correction in red ink  Sb. bal was present but no percent cover was recorded. 2/2008: MME: restored data to original values,percent_cover
1991,26,8,3,yes,Z2-Notes,10/24/97 CW- Sb. bal was present but no percent cover was recorded.,percent_cover
1991,26,9,1,yes,Z2-Notes,10/24/97 CW- Sb. bal was present but no percent cover was recorded.,percent_cover
1991,26,10,1,yes,Z2-Notes,10/24/97 CW- The total percent cover was 110% so I reduced Hild. from 20% to 10% and noted correction in red ink  Sb. bal and Metridium were present but no percent cover was recorded. 2/2008: MME: restored data to original values,percent_cover
1991,26,10,2,yes,Z2-Notes,10/24/97 CW-  Sb. bal  Cyanobact  Ulva  Modiolus and Metridium were present but no percent cover was recorded.,percent_cover
1991,26,10,3,yes,Z2-Notes,10/24/97 CW-  Sb. bal  Cyanobact and Metridium were present but no percent cover was recorded.,percent_cover
1991,26,11,1,yes,Z2-Notes,10/24/97 CW-  Moodiolus and Metridium were present but no percent cover was recorded.,percent_cover
1991,26,12,1,yes,Z2-Notes,10/24/97 CW-  Modiolus  Metridium and Cladophora were present but no percent cover was recorded.,percent_cover
1991,26,12,2,yes,Z2-Notes,10/24/97 CW-  Modiolus  Metridium and Sb. bal. were present but no percent cover was recorded.,percent_cover
1991,26,12,3,yes,Z2-Notes,10/24/97 CW-  Modiolus and Metridium were present but no percent cover was recorded.,percent_cover
1991,26,13,1,yes,Z2-Notes,10/24/97 CW-  Modiolus was present but no percent cover was recorded.,percent_cover
1991,26,14,1,yes,Z2-Notes,10/26/97 CW-  Sb. bal. was present but no percent cover was recorded.,percent_cover
1991,26,14,2,yes,Z2-Notes,10/26/97 CW-  Modiolus was present but no percent cover was recorded.,percent_cover
1991,26,14,3,yes,Z2-Notes,10/26/97 CW-  Modiolus was present but no percent cover was recorded.,percent_cover
1991,26,15,1,yes,Z2-Notes,10/26/97 CW-  Modiolus was present but no percent cover was recorded.,percent_cover
1992,26,4,1,yes,Z2-Notes,10/22/97 CW- Bare rock was assumed to be remaining 93.79% not entered on Animal and plants record,percent_cover
1992,26,4,2,yes,Z2-Notes,10/22/97 CW- Bare rock was assumed to be remaining 96.87% not entered on Animal and plants record,percent_cover
1992,26,4,3,yes,Z2-Notes,10/22/97 CW- Bare rock was assumed to be remaining 87.5% not entered on Animal and plants record,percent_cover
1992,26,5,2,yes,Z2-Notes,10/22/97 CW- Bare rock was assumed to be remaining 18.75 not entered on Animal and plants record,percent_cover
1992,26,5,3,yes,Z2-Notes,10/22/97 CW- Bare rock was assumed to be remaining 3.1 not entered on Animal and plants record,percent_cover
1992,26,6,1,yes,Z2-Notes,10/22/97 CW- Bare rock was assumed to be remaining 12% not entered on Animal and plants record,percent_cover
1992,26,6,2,yes,Z2-Notes,"10/22/97 CW- The remaining 90.62% recorded as ""greenish brown substance"" on Ecology sheet.",percent_cover
1992,26,6,3,yes,Z2-Notes,10/22/97 CW- Bare rock was assumed to be remaining 6.25% not entered on Animal and plants record,percent_cover
1992,26,8,1,yes,Z2-Notes,10/22/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed camopy cover value,percent_cover
1992,26,9,2,yes,Z2-Notes,10/22/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed camopy cover value,percent_cover
1992,26,9,3,yes,Z2-Notes,10/22/97 CW-Only a value for Chondrus and Masto. base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed camopy cover value,percent_cover
1992,26,10,1,yes,Z2-Notes,10/22/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed camopy cover value,percent_cover
1992,26,10,2,yes,Z2-Notes,10/22/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed camopy cover value,percent_cover
1992,26,10,3,yes,Z2-Notes,10/22/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed camopy cover value,percent_cover
1992,26,11,2,yes,Z2-Notes,10/22/97 CW-Mytilus were present in upper canopy but a percentage value was not recorded.,percent_cover
1992,26,11,3,yes,Z2-Notes,10/22/97 CW-Mytilus were present in upper canopy but a percentage value was not recorded.,percent_cover
1992,26,12,2,yes,Z2-Notes,10/22/97 CW-Mytilus were present in upper canopy but a percentage value was not recorded.,percent_cover
1992,26,12,3,yes,Z2-Notes,10/22/97 CW-Mytilus were present but a percentage value was not recorded.,percent_cover
1992,26,13,3,yes,Z2-Notes,10/22/97 CW-Unidentifiable mussel recorded as <1% ofcover,percent_cover
1993,26,5,3,yes,Z2-Notes,10/13/97 CW-Black zone and Arthopyrenia percentages were lumped as 95% so I set them both equal to 47.5%,percent_cover
1993,26,6,1,yes,Z2-Notes,10/13/97 CW-Black zone and Arthopyrenia percentages were lumped as 90% so I set them both equal to 45%,percent_cover
1993,26,9,2,yes,Z2-Notes,10/15/97 CW-Only a base cover for chondrus was given so I set canopy equal to base cover 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,9,3,yes,Z2-Notes,10/15/97 CW-Fucus spir. and vesic. canopy values were grouped as 12% so I set them both equal to 6%  the base values for Chondrus and Masto. were mixed at 85% so I set the Chondrus canopy as 31% and the Masto. canopy as 54%  the same ratio as base covers.,percent_cover
1993,26,10,1,yes,Z2-Notes,10/15/97 CW-All Sb. bal were recorded as dead  only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value  SB cover was listed as 0.5% but removed that since all barnacles were dead.,percent_cover
1993,26,10,2,yes,Z2-Notes,10/15/97 CW-Mytilus were recorded as dead and alive  only a value for Chondrus and Masto. base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,11,1,yes,Z2-Notes,10/15/97 CW-Only a value for Chondrus and Masto. base was given so I set canopy value equal to this  Rhizo. and Clad were combined as 3% so I set each one equal to 1.5  Fucus was not distinguished as canopy or otherwise so I entered it as canopy. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,11,2,yes,Z2-Notes,10/21/97 CW-Only a value for Chondrus and Masto. base was given so I set canopy value equal to this  Fucus was not distinguished as canopy or otherwise so I entered it as canopy. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,11,3,yes,Z2-Notes,10/21/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this  Fucus was not distinguished as canopy or otherwise so I entered it as canopy. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,12,1,yes,Z2-Notes,10/21/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,12,2,yes,Z2-Notes,10/21/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this  Fucus was not distinguished as canopy or otherwise so I entered it as canopy. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,12,3,yes,Z2-Notes,10/21/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,13,1,yes,Z2-Notes,10/21/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,13,2,yes,Z2-Notes,10/21/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,13,3,yes,Z2-Notes,10/21/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1993,26,14,2,yes,Z2-Notes,10/21/97 CW-Only a value for Chondrus base was given so I set canopy value equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1994,26,5,2,yes,Z2-Notes,10/6/97 CW- Percent cover values totalled 101% so I reduced black zone from 100% to 99% and noted correction in red ink on original form. 2/2008: MME: restored data to original values,percent_cover
1994,26,7,2,yes,Z2-Notes,10/6/97 CW- Percent cover values totalled 101% so I reduced black zone from 100% to 99% and noted correction in red ink on original form. 2/2008: MME: restored data to original values,percent_cover
1994,26,7,3,yes,Z2-Notes,10/6/97 CW- Percent cover values totalled 101% so I reduced black zone from 75% to 74% and noted correction in red ink on original form. 2/2008: MME: restored data to original values,percent_cover
1994,26,8,2,yes,Z2-Notes,10/6/97 CW- Percent cover values totalled 102% so I reduced hild. from 20% to 18% and noted correction in red ink on original form. 2/2008: MME: restored data to original values,percent_cover
1994,26,8,3,yes,Z2-Notes,10/6/97 CW- Percent cover values totalled 135% so I reduced Hild. from 40% to 5%   and noted correction in red ink on original form. 2/2008: MME: restored data to original values,percent_cover
1994,26,9,1,yes,Z2-Notes,10/6/97 CW- Percent cover values totalled 119% so I reduced Hild. from 60% to 41% and noted correction in red ink on original form. 2/2008: MME: restored data to original values,percent_cover
1994,26,9,2,yes,Z2-Notes,10/6/97 CW- Percent cover values totalled 100.25% so I reduced Verr. sp. from 6.25% to 6% and noted correction in red ink on original form. 2/2008: MME: restored data to original values,percent_cover
1994,26,12,2,yes,Z2-Notes,10/24/97 CW- Chond and Masto. Holdfast percentages were grouped together as 80% so I set Chond. base eual to 6% and Masto. t0 34% according to the ratio given as conopy data and recorded it in red ink on sheet,percent_cover
1995,26,7,3,yes,Z2-Notes,9/25/97 CW - Percent cover values totalled to 110%  so I reduced BLack zone from 90% to 85%  and Hild. from 20% to 15% and noted correction in red ink on original form. 2/2008: MME: restored data to original values,percent_cover
1995,26,8,1,yes,Z2-Notes,9/25/97 CW - Percent cover values totalled to 102%  so I reduced Phymatylithon from 60% to 59%  and Hild. from 40% to 39%  I left mastocarpus at 2%  which only a base value was given for  and noted correction in red ink on original form. 2/2008: MME: restored data to original values,percent_cover
1995,26,8,2,yes,Z2-Notes,9/25/97 CW - Only a value for Masto. base was given so I set canopy equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1995,26,8,3,yes,Z2-Notes,9/25/97 CW - Only a value for Masto. base was given so I set canopy equal to this. 2/2008: MME: don't think we can assume that canopy cover was same as basal  removed canopy cover value,percent_cover
1995,26,9,1,yes,Z2-Notes,9/25/97 CW - Only a value for Masto. base was given so I set canopy equal to this.,percent_cover
1995,26,9,2,yes,Z2-Notes,9/25/97 CW - Percent cover values totalled to 110%  so I reduced Hild. from 35% to 25%. 2/2008: MME: restored data to original values,percent_cover
1995,26,9,3,yes,Z2-Notes,9/25/97 CW- Percent cover values totalled 103% so I reduced Hild. from 95% to 92% and noted correction in red ink on original form. 2/2008: MME: restored data to original values,percent_cover
1995,26,11,1,yes,Z2-Notes,9/25/97 CW- Percentage of base cover for Ascophyllum was found on Ecology sheet only.,percent_cover
1995,26,12,2,yes,Z2-Notes,9/25/97 CW- Percentage of base cover for Fucus was found on Ecology sheet only.,percent_cover
1996,26,3,1,yes,Z2-Notes,9/18/97 CW students noted 3.1% cover of Prasiola and Verr. mix. I divided the percentage evenly between the two and noted judgement in red ink on the original form.,percent_cover
1996,26,4,3,yes,Z2-Notes,9/18/97 CW students noted 87.5% cover of Artho. and Verr. mix. I divided the percentage evenly between the two and noted judgement in red ink on the original form.,percent_cover
1996,26,6,1,yes,Z2-Notes,9/18/97 CW students noted 62.5% cover of Artho. and Verr. mix. I divided the percentage evenly between the two and noted judgement in red ink on the original form.,percent_cover
1996,26,6,2,yes,Z2-Notes,9/18/97 CW students noted 100% cover of Artho. and Verr. mix. I divided the percentage evenly between the two and noted judgement in red ink on the original form.,percent_cover
1996,26,6,3,yes,Z2-Notes,9/18/97 CW students noted 100% cover of Artho. and Cyanobacteria mix. I divided the percentage evenly between the two and noted judgement in red ink on the original form.,percent_cover
1998,26,7,1,yes,Z2-Notes,species of coralline crust=Phymatolithon lenormandii (=10% of total % cover on rock),percent_cover
1998,26,7,3,yes,Z2-Notes,the 3% of Fucus basal cover is specified as Fucus distichus,percent_cover
1998,26,8,1,yes,Z2-Notes,species of coralline crust=Phymatolithon lenormandii (=48% of total cover on rock),percent_cover
1998,26,8,2,yes,Z2-Notes,species of coralline crust=Phymatolithon (=23% of total cover on rock),percent_cover
1998,26,8,3,yes,Z2-Notes,Nucella eggs--1% cover,percent_cover
1998,26,9,1,yes,Z2-Notes,species of coralline crust=Phymatolithon (=47% of total cover on rock),percent_cover
1998,26,9,3,yes,Z2-Notes,species of coralline crust=Phymatolithon (=48% of total cover on rock),percent_cover
1998,26,10,1,yes,Z2-Notes,species of coralline crust=Phymatolithon (=60% of total cover on rock),percent_cover
1998,26,10,2,yes,Z2-Notes,species of coralline crust=Phymatolithon (=47% of total cover on rock),percent_cover
1998,26,10,3,yes,Z2-Notes,species of coralline crust=Clathromorphum circumscriptum (=1% of total % cover on rock) plus Phymatolithon (=38% of total cover on rock),percent_cover
1998,26,11,1,yes,Z2-Notes,species of coralline crust=Phymatolithon (=3% of total cover on rock) plus Clathromorphum (20% of total cover on rock),percent_cover
1998,26,11,2,yes,Z2-Notes,species of coralline crust=Clathromorphum circumscriptum (=1% of total % cover on rock),percent_cover
1998,26,11,3,yes,Z2-Notes,species of coralline crust=Phymatolithon (=6% of total cover on rock),percent_cover
1998,26,12,3,yes,Z2-Notes,species of coralline crust=Clathromorphum circumscriptum (=10% of total cover on rock),percent_cover
1998,26,13,1,yes,Z2-Notes,"Chonrus=60% of canopy  36% of basal cover  PLUS 18% of canopy and basal cover of Chondrus=""baby form of Chondrus """,percent_cover
1998,26,14,1,yes,Z2-Notes,species of coralline crust=Phymatolithon (=4% of total cover on rock) plus Clathromorphum (9% of total cover on rock),percent_cover
1998,26,14,2,yes,Z2-Notes,species of coralline crust=Phymatolithon (=3% of total cover on rock) plus Clathromorphum (10% of total cover on rock),percent_cover
1998,26,14,3,yes,Z2-Notes,Sp of Polysiphonia was reported as denudata…not sure we have that sp on Appledore,percent_cover
1999,26,10,2,yes,Z2-Notes,10% primary cover of Cryptosula on rock.,percent_cover
1999,26,10,3,yes,Z2-Notes,20% primary cover Cryptosula on rock.,percent_cover
1999,26,11,2,yes,Z2-Notes,Phymatolithon visibly bleached by the sun,percent_cover
1999,26,11,3,yes,Z2-Notes,Both 1N and 2N forms of Mastocarpus present:  10% cover of 2N  60% 1N,percent_cover
1999,26,13,2,yes,Z2-Notes,2% Cryptosula cover  1% primary cover of Hiatella arctica,percent_cover
1999,26,14,2,yes,Z2-Notes,1% primary cover of Botrylloides,percent_cover
2000,26,10,2,yes,Z2-Notes,Bryozoa-36,percent_cover
2000,26,10,3,yes,Z2-Notes,Bryozoa-38,percent_cover
2000,26,13,1,yes,Z2-Notes,3 corallina base,percent_cover
2000,26,15,1,yes,Z2-Notes,16 bryozoa,percent_cover
2001,26,7,3,yes,Z2-Notes,multiple canopy layers for Fucus and Ascophyllum,percent_cover
2001,26,8,1,yes,Z2-Notes,Beudenoclonium submarinum covered 4%,percent_cover
2001,26,10,1,yes,Z2-Notes,crust identified as Phymatolithon lenomandii,percent_cover
2001,26,10,2,yes,Z2-Notes,crust identified as Phymatolithon lenomandii,percent_cover
2004,26,0,1,yes,Z2-Notes,data entered by MME  2/2008  following 1998 protocol except did not adjust percent covers to equal 100--interidal is 3-dimensional  only natural that total percent cover would exceed 100%,percent_cover
2004,26,5,1,yes,Z2-Notes,recorded Verrucaria as black zone  according to 1998 protocol,percent_cover
2004,26,5,2,yes,Z2-Notes,recorded Calothrix as black zone (1998 protocol),percent_cover
2004,26,5,3,yes,Z2-Notes,recorded Verrucaria as black zone  according to 1998 protocol,percent_cover
2004,26,6,1,yes,Z2-Notes,recorded Verrucaria (18%) and Calothrix (3%) as black zone  according to 1998 protocol,percent_cover
2004,26,6,2,yes,Z2-Notes,recorded Verrucaria (10%) and Calothrix (40%) as black zone  according to 1998 protocol,percent_cover
2004,26,6,3,yes,Z2-Notes,recorded Verrucaria as black zone  according to 1998 protocol,percent_cover
2004,26,7,1,yes,Z2-Notes,Verrucaria now entered separately acording to 98 protocol  Calothrix entered as black zone,percent_cover
2004,26,7,3,yes,Z2-Notes,back zone sp=Calothrix,percent_cover
2004,26,8,1,yes,Z2-Notes,back zone sp=Calothrix,percent_cover
2004,26,8,3,yes,Z2-Notes,black zone sp=Calothrix,percent_cover
2004,26,9,1,yes,Z2-Notes,black zone sp=Calothrix,percent_cover
2004,26,10,1,yes,Z2-Notes,black zone sp=Calothrix  but seems too low in the intertidal zone to find Calotrhix--misidentified?,percent_cover
2004,26,11,3,yes,Z2-Notes,black zone sp=Calothrix  but possibly misidentified…seems awfully low for Calothrix,percent_cover
2004,26,12,1,yes,Z2-Notes,coralline crust=Phymatolithon,percent_cover
2004,26,13,2,yes,Z2-Notes,coralline crust not identified to sp,percent_cover
2004,26,13,3,yes,Z2-Notes,coralline crust not identified to sp,percent_cover
2004,26,14,1,yes,Z2-Notes,coralline crust not identified to sp,percent_cover
2004,26,14,2,yes,Z2-Notes,coralline crust not identified to sp,percent_cover
2004,26,14,3,yes,Z2-Notes,Dumontia recorded as 6% canopy and 6% basal cover (currently no column for basal cover),percent_cover
2004,26,15,1,yes,Z2-Notes,coralline crust not identified to sp,percent_cover
2004,26,15,2,yes,Z2-Notes,coralline crust not identified to sp,percent_cover
2004,26,15,3,yes,Z2-Notes,Dumontia recorded as 5% canopy and 2% basal cover  (currently no column for basal cover),percent_cover
2004,26,17,3,yes,Z2-Notes,"""crust"" is written next to rock cover value for Mastocarpus..is it all crust? But there's also masto canopy cover so there must be some holdfasts...",percent_cover
2004,26,18,2,yes,Z2-Notes,coralline crust not identified to sp,percent_cover
2004,26,18,3,yes,Z2-Notes,coralline crust not identified to sp--also  no basal cover listed for Corallina officianalis…does this men what thye've been calling coralline crust is the crustose form of Corallina?,percent_cover
2004,26,19,1,yes,Z2-Notes,coralline crust not identified to sp,percent_cover
2004,26,19,2,yes,Z2-Notes,coralline crust not identified to sp,percent_cover
2004,26,19,3,yes,Z2-Notes,80% coralline crust not identified to sp  15% Clathromorphum,percent_cover
2006,26,5,2,yes,Z2-Notes,50 lichen,percent_cover
2006,26,5,3,yes,Z2-Notes,5 lichen,percent_cover
2006,26,6,1,yes,Z2-Notes,6 lichen,percent_cover
2006,26,6,2,yes,Z2-Notes,25 lichen,percent_cover
2006,26,6,3,yes,Z2-Notes,12 lichen,percent_cover
2006,26,7,2,yes,Z2-Notes,50 lichen,percent_cover
2006,26,7,3,yes,Z2-Notes,30 lichen,percent_cover
1982,28,0,1,yes,Z2-Notes,original data contained lots of references to # indl plants  represented here by nd (no data). Please see % cover with #s indl plants in FMBE 1982 Transect 28.xls for that data.,percent_cover
1992,28,3,1a,yes,Z2-Notes,slightly odd--why 6 replicates at this level?,percent_cover
1998,28,0,1,yes,Z2-Notes,data entered by MME on 2/19/2008  following 1998 protocol except did not adjust percent covers to equal 100--interidal is 3-dimensional  only natural that total percent cover would exceed 100%,percent_cover
1998,28,4,2,yes,Z2-Notes,note in red pen: quadrats 1 and 2 separated by ravine?,percent_cover
1998,28,8,1,yes,Z2-Notes,spp of Verrucaria=Verrucaria itself (not LRGT  etc),percent_cover
1998,28,9,2,yes,Z2-Notes,sp of coralline crust = Phymatolithon lenormandii,percent_cover
1998,28,9,3,yes,Z2-Notes,sp of coralline crust = Phymatolithon lenormandii,percent_cover
1998,28,10,1,yes,Z2-Notes,sp of coralline crust = Phymatolithon lenormandii,percent_cover
1998,28,10,2,yes,Z2-Notes,sp of coralline crust = Phymatolithon lenormandii,percent_cover
1998,28,10,3,yes,Z2-Notes,sp of coralline crust = Phymatolithon lenormandii,percent_cover
1998,28,11,1,yes,Z2-Notes,sp of coralline crust = Phymatolithon lenormandii,percent_cover
1998,28,11,2,yes,Z2-Notes,sp of coralline crust = Phymatolithon lenormandii,percent_cover
1998,28,11,3,yes,Z2-Notes,sp of coralline crust = Phymatolithon lenormandii,percent_cover
1998,28,12,1,yes,Z2-Notes,sp of coralline crust = Phymatolithon lenormandii,percent_cover
1998,28,13,1,yes,Z2-Notes,Cryptosula located on rock,percent_cover
1998,28,13,2,yes,Z2-Notes,sp of coralline crust = Phymatolithon lenormandii,percent_cover
1998,28,13,3,yes,Z2-Notes,Cryptosula located on rock,percent_cover
2000,28,7,3,yes,Z2-Notes,Crust=Phymatolithon  extra 5% cover on rock of Bonnemaisonia,percent_cover
2000,28,8,1,yes,Z2-Notes,Coralline crusts = 62% Phymatolithon   2% Clathromorphum,percent_cover
2000,28,8,2,yes,Z2-Notes,Crust=Phymatolithon  1% egg cover,percent_cover
2000,28,8,3,yes,Z2-Notes,Crust=Phymatoliton  1% egg cover,percent_cover
2000,28,9,1,yes,Z2-Notes,Crust=Phymatolithon,percent_cover
2000,28,9,2,yes,Z2-Notes,Crust=Phymatolithon,percent_cover
2000,28,10,2,yes,Z2-Notes,corall crust= Pymatolithon,percent_cover
2000,28,10,3,yes,Z2-Notes,corall crust= Pymatolithon,percent_cover
2000,28,11,1,yes,Z2-Notes,corall crust= Pymatolithon,percent_cover
2000,28,11,2,yes,Z2-Notes,Corallina officinalis,percent_cover
2000,28,11,3,yes,Z2-Notes,corall crust=Phymatolithon,percent_cover
2000,28,12,1,yes,Z2-Notes,Corallina officinalis,percent_cover
2000,28,12,2,yes,Z2-Notes,Corallina officinalis  5% egg cases,percent_cover
2000,28,12,3,yes,Z2-Notes,Corallina officinalis,percent_cover
2000,28,13,1,yes,Z2-Notes,15%-Ceramium canopy,percent_cover
2000,28,13,2,yes,Z2-Notes,5%-yellow egg cases,percent_cover
2000,28,13,3,yes,Z2-Notes,Corallina officinalis,percent_cover
2000,28,14,1,yes,Z2-Notes,2%Ulva cover on rock,percent_cover
2000,28,14,2,yes,Z2-Notes,9% Cryptosula cover on rock,percent_cover
2002,28,6,1,yes,Z2-Notes,phymatolithon 1%,percent_cover
2002,28,6,3,yes,Z2-Notes,phymatolithon 48%,percent_cover
2002,28,7,1,yes,Z2-Notes,phymatolithon 10%,percent_cover
2002,28,7,2,yes,Z2-Notes,phymatolithon 15%,percent_cover
2002,28,7,3,yes,Z2-Notes,phymatolithon 15%,percent_cover
2002,28,8,2,yes,Z2-Notes,phymatolithon 30%,percent_cover
2002,28,8,3,yes,Z2-Notes,Cryptosula recorded as 4 squares,percent_cover
2002,28,9,2,yes,Z2-Notes,phylmatolithon 66%,percent_cover
2002,28,10,1,yes,Z2-Notes,phymatolithon 7%,percent_cover
2002,28,10,2,yes,Z2-Notes,phymatolithon 8%,percent_cover
2002,28,11,2,yes,Z2-Notes,phymatolithon 19%,percent_cover
2006,28,6,3,yes,Z2-Notes,Verr sp=(Halothrix lumbricalis)--classified under black zone by 1998 protocol,percent_cover
1982,2,6,1,yes,Z3-Notes,black zone sp=Cyanobacteria,percent_cover
1982,2,7,1,yes,Z3-Notes,black zone sp=LRGT,percent_cover
1982,2,14,1,yes,Z3-Notes,2/2008: MME: Laminaria canopy=1 plant,percent_cover
1983,2,6,1,yes,Z3-Notes,black zone sp=37.5% LRGTs plus 10% Cyanobacteria,percent_cover
1983,2,10,1,yes,Z3-Notes,Fucus sp canopy=2plants  no percent cover data,percent_cover
1987,2,6,3,yes,Z3-Notes,students recorded 5=10% Rhodochorton cover (basal vs canopy not specified),percent_cover
1987,2,7,1,yes,Z3-Notes,students recorded 10% Rhodochorton cover (basal vs canopy not specified),percent_cover
1987,2,9,1,yes,Z3-Notes,students recorded 5% Rhodochorton cover (basal vs canopy not specified),percent_cover
1988,2,6,2,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
1988,2,6,3,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
1989,2,12,3,yes,Z3-Notes,0.5% cover Ptilota,percent_cover
1992,2,5,3,yes,Z3-Notes,black zone sp=7% Cyanobacteria plus 1.5% Verrucaria,percent_cover
1992,2,6,1,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
1992,2,6,2,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
1992,2,6,3,yes,Z3-Notes,black zone sp=Verrucaria,percent_cover
1993,2,5,3,yes,Z3-Notes,black zone sp=6% Cyanobacteria plus 19% Verrucaria,percent_cover
1993,2,6,2,yes,Z3-Notes,students recorded 25% cover Nemalion  did not specify basal versus canopy,percent_cover
1993,2,6,3,yes,Z3-Notes,students recorded 50% cover Nemalion  did not specify basal versus canopy,percent_cover
1993,2,7,2,yes,Z3-Notes,students recorded 50% cover Nemalion  did not specify basal versus canopy,percent_cover
1993,2,7,3,yes,Z3-Notes,students recorded 19% cover Nemalion  did not specify basal versus canopy,percent_cover
1993,2,8,2,yes,Z3-Notes,students recorded 13% cover Nemalion  did not specify basal versus canopy,percent_cover
1993,2,12,3,yes,Z3-Notes,students recorded 19% cover Nemalion  did not specify basal versus canopy,percent_cover
2004,2,11,1,yes,Z3-Notes,coralline crust=10% phymatolithon,percent_cover
1998,5,9,3,yes,Z3-Notes,"chondrus and mastocarpus holdfast data was lumped  split the percentage (35) equally between the two spp (17.5 each)  both sp recorded as ""baby "" so perhaps very short and that's why no canopy cover was recorded?",percent_cover
1998,5,10,1,yes,Z3-Notes,"chondrus and mastocarpus holdfast data was lumped  split the percentage (30) equally between the two spp (15 each)  both sp recorded as ""baby "" so perhaps very short and that's why no canopy cover was recorded for Chondrus?",percent_cover
1998,5,10,2,yes,Z3-Notes,"chondrus and mastocarpus holdfast data was lumped  split the percentage (40) equally between the two spp (20 each)  both sp recorded as ""baby "" so perhaps very short and that's why no canopy cover was recorded?",percent_cover
